Filing.Date	Trade.Date	Ticker	Company Name	Insider.Name	Title	Trade.Type	Price	Qty	Owned	ΔOwn	Value	totalValue	Filing.Time	DaysToFile
2025-01-08	2024-12-31	SGA	Saga Communications Inc	Gate City Capital Management, LLC	10%	P - Purchase	11.25	240609	863,845	+39%	+$2,706,755	2706851.25	11:19:45	8
2025-01-03	2024-12-31	VRSN	Verisign Inc/Ca	Berkshire Hathaway Inc	10%	P - Purchase	204.71	20044	13,289,880	0%	+$4,103,142	4103207.24	20:27:23	3
2025-01-03	2024-12-31	WHLM	Wilhelmina International, Inc.	Lichtenstein Warren G	See Explanation of Responses, 10%	P - Purchase	3.55	333444	983,773	+51%	+$1,182,159	1183726.2	20:03:31	3
2025-01-03	2024-12-31	SSII	Ss Innovations International, Inc.	Moll Frederic H	Dir	P - Purchase	1.37	2186589	6,415,589	+52%	+$3,000,000	2995626.93	17:00:14	3
2025-01-02	2024-12-30	FUND	Sprott Focus Trust Inc.	George W Whitney	Senior Portfolio Manager, 10%	P - Purchase	7.27	323896	13,392,846	+2%	+$2,354,724	2354723.92	20:09:05	3
2025-01-02	2024-12-30	ANAB	Anaptysbio, Inc	Ecor1 Capital, LLC	Dir, 10%	P - Purchase	12.92	85098	7,880,094	+1%	+$1,099,642	1099466.16	18:17:02	3
2025-01-02	2024-12-30	ZYME	Zymeworks Inc.	Ecor1 Capital, LLC	Dir, 10%	P - Purchase	14.64	363369	15,185,959	+2%	+$5,321,176	5319722.16	17:51:58	3
2025-01-02	2024-12-30	GRTX	Galera Therapeutics, Inc.	Chang Nancy T	Dir, 10%	P - Purchase	0.07	7644932	7,644,932	New	+$499,979	535145.24	16:12:36	3
2025-01-02	2024-12-31	MEGI	Nyli Cbre Global Infrastructure Megatrends Term Fund	Saba Capital Management, L.P.	10%	P - Purchase	12.16	45553	5,775,813	+1%	+$553,924	553924.48	13:28:15	2
2025-01-02	2024-12-31	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.49	108299	60,156,126	0%	+$811,160	811159.51	13:21:18	2
2024-12-31	2024-12-27	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	6.85	174699	11,227,208	+2%	+$1,197,221	1196688.15	17:38:00	4
2024-12-31	2024-12-30	KALA	Kala Bio, Inc.	Baker Bros. Advisors LP	10%	P - Purchase	6.44	310559	1,083,398	+40%	+$2,000,000	1999999.96	16:00:18	1
2024-12-31	2024-12-27	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.47	431872	60,047,827	+1%	+$3,228,114	3226083.84	11:59:03	4
2024-12-31	2024-12-30	BHVN	Biohaven Ltd.	Childs John W	Dir	P - Purchase	35.94	29000	6,510,696	0%	+$1,042,393	1042260	07:00:14	1
2024-12-31	2024-12-26	ZIVO	Zivo Bioscience, Inc.	Strome Mark E	10%	P - Purchase	20.19	75000	398,683	+23%	+$1,514,250	1514250	06:47:29	5
2024-12-30	2024-12-26	VRSN	Verisign Inc/Ca	Berkshire Hathaway Inc	10%	P - Purchase	203.62	76487	13,269,836	+1%	+$15,574,537	15574282.94	20:22:24	4
2024-12-30	2024-12-26	MCFT	Mastercraft Boat Holdings, Inc.	Coliseum Capital Management, LLC	10%	P - Purchase	18.66	189945	6,989,138	+3%	+$3,543,949	3544373.7	20:22:11	4
2024-12-30	2024-12-26	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	25.56	70000	28,884,998	0%	+$1,788,941	1789200	16:15:34	4
2024-12-30	2024-12-26	GSAT	Globalstar, Inc.	Monroe James III	Dir, 10%	P - Purchase	2.12	1500000	1,103,945,953	0%	+$3,177,250	3180000	09:25:31	4
2024-12-27	2024-12-24	ZYME	Zymeworks Inc.	Ecor1 Capital, LLC	Dir, 10%	P - Purchase	14.44	130309	14,822,590	+1%	+$1,882,115	1881661.96	18:41:06	3
2024-12-27	2024-12-24	PSEC	Prospect Capital Corp	Barry John F	CEO, 10%	P - Purchase	4.29	2e+06	79,809,610	+3%	+$8,580,000	8580000	16:01:10	3
2024-12-27	2024-12-23	ENX	Eaton Vance New York Municipal Bond Fund	Saba Capital Management, L.P.	10%	P - Purchase	9.44	53603	3,289,536	+2%	+$505,772	506012.32	14:05:19	4
2024-12-27	2024-12-26	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.65	69719	59,615,955	0%	+$533,350	533350.35	13:59:13	1
2024-12-27	2024-12-23	MIO	Pioneer Municipal High Income Opportunities Fund, Inc.	Saba Capital Management, L.P.	10%	P - Purchase	11.85	52843	2,051,327	+3%	+$626,112	626189.55	13:45:08	4
2024-12-27	2024-12-23	MHI	Pioneer Municipal High Income Fund, Inc.	Saba Capital Management, L.P.	10%	P - Purchase	9.28	89148	4,057,625	+2%	+$826,865	827293.44	13:00:45	4
2024-12-27	2024-12-26	OCTIX	Octagon Xai Clo Income Fund	Mohr Gretchen Mae	Sub-Adviser Inv Comm Member	P - Purchase	25.3	19763	19,763	New	+$500,000	500003.9	11:06:46	1
2024-12-26	2024-12-18	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	6.75	696129	10,977,074	+7%	+$4,697,853	4698870.75	21:00:45	8
2024-12-26	2024-12-20	FATE	Fate Therapeutics Inc	Redmile Group, LLC	Dir, 10%	P - Purchase	1.68	397964	12,884,277	+3%	+$668,580	668579.52	21:00:15	6
2024-12-26	2024-12-20	VRSN	Verisign Inc/Ca	Berkshire Hathaway Inc	10%	P - Purchase	199.05	143424	13,193,349	+1%	+$28,547,896	28548547.2	18:56:31	6
2024-12-26	2024-12-23	UAN	Cvr Partners, LP	Icahn Carl C	10%	P - Purchase	74.43	7197	4,061,654	0%	+$535,706	535672.71	18:04:24	3
2024-12-26	2024-12-26	PGNY	Progyny, Inc.	Schlanger David J	Exec COB	P - Purchase	14.68	150000	228,269	+192%	+$2,202,330	2202000	17:35:03	0
2024-12-26	2024-12-23	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	6.68	75435	11,052,509	+1%	+$503,533	503905.8	17:32:52	3
2024-12-26	2024-12-23	PGNY	Progyny, Inc.	Anevski Peter	CEO	P - Purchase	14.48	209500	441,464	+90%	+$3,034,084	3033560	17:31:32	3
2024-12-26	2024-12-24	HWH	Hwh International Inc.	Chan Heng Fai Ambrose	Dir, 10%	P - Purchase	0.45	1300000	12,687,954	+11%	+$585,000	585000	17:15:05	2
2024-12-26	2024-12-23	BNTC	Benitec Biopharma Inc.	Suvretta Capital Management, LLC	Dir, 10%	P - Purchase	11.09	47520	960,554	+5%	+$527,174	526996.8	16:28:03	3
2024-12-26	2024-12-23	ANEB	Anebulo Pharmaceuticals, Inc.	English Aron R.	Dir, 10%	P - Purchase	0.99	10101010	20,121,828	+101%	+$10,000,000	9999999.9	16:15:08	3
2024-12-26	2024-12-20	ADC	Agree Realty Corp	Rakolta John Jr	Dir	P - Purchase	70.24	30275	472,196	+7%	+$2,126,641	2126516	16:05:04	6
2024-12-26	2024-12-20	SKYH	Sky Harbour Group Corp	Rozek Alexander Buffett	Dir	P - Purchase	9.5	152486	717,193	+27%	+$1,448,617	1448617	14:37:24	6
2024-12-26	2024-12-19	ZYME	Zymeworks Inc.	Ecor1 Capital, LLC	Dir, 10%	P - Purchase	13.98	1254808	14,692,281	+9%	+$17,544,284	17542215.84	12:46:34	7
2024-12-26	2024-12-23	GSAT	Globalstar, Inc.	Monroe James III	Dir, 10%	P - Purchase	1.94	1e+06	1,102,445,953	0%	+$1,943,750	1940000	09:25:15	3
2024-12-23	2024-12-19	ASMB	Assembly Biosciences, Inc.	Gilead Sciences, Inc.	10%	P - Purchase	21.37	940499	2,209,471	+74%	+$20,098,464	20098463.63	20:26:39	4
2024-12-23	2024-12-19	RMBL	Rumbleon, Inc.	Cohen Mark Alexander	Member of 10% Group	P - Purchase	4.18	349333	7,104,346	+5%	+$1,460,212	1460211.94	18:00:03	4
2024-12-23	2024-12-19	ARDX	Ardelyx, Inc.	Mott David M	Dir	P - Purchase	4.67	213300	1,638,765	+15%	+$996,580	996111	17:59:18	4
2024-12-23	2024-12-20	CCCS	Ccc Intelligent Solutions Holdings Inc.	De Crescenzo Neil E.	Dir	P - Purchase	12.16	1e+05	100,000	New	+$1,216,240	1216000	17:27:41	3
2024-12-23	2024-12-19	RNAC	Cartesian Therapeutics, Inc.	Springer Timothy A	Dir, 10%	P - Purchase	18.49	52189	9,368,388	+1%	+$965,021	964974.61	17:20:43	4
2024-12-23	2024-12-23	MRKR	Marker Therapeutics, Inc.	New Enterprise Associates 16, L.P.	10%	P - Purchase	3.2	554250	1,625,678	+52%	+$1,773,600	1773600	16:40:48	0
2024-12-23	2024-12-19	EVM	Eaton Vance California Municipal Bond Fund	Saba Capital Management, L.P.	10%	P - Purchase	9.22	73044	3,774,270	+2%	+$673,473	673465.68	10:20:02	4
2024-12-23	2024-12-19	MAV	Pioneer Municipal High Income Advantage Fund, Inc.	Saba Capital Management, L.P.	10%	P - Purchase	8.51	91132	3,668,522	+3%	+$775,335	775533.32	10:11:58	4
2024-12-23	2024-12-20	GSAT	Globalstar, Inc.	Monroe James III	Dir, 10%	P - Purchase	1.97	5e+05	1,101,445,953	0%	+$985,050	985000	09:27:32	3
2024-12-20	2024-12-18	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	6.75	666226	10,947,171	+6%	+$4,494,798	4497025.5	18:35:13	2
2024-12-20	2024-12-18	UAN	Cvr Partners, LP	Icahn Carl C	10%	P - Purchase	74.22	11589	4,054,457	0%	+$860,177	860135.58	18:13:20	2
2024-12-20	2024-12-18	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	26.86	341500	28,814,998	+1%	+$9,173,168	9172690	18:03:04	2
2024-12-20	2024-12-19	SCISX	Ma Specialty Credit Income Fund	Ma Eagle II Holdings Fund	10%	P - Purchase	25.18	39714	2,728,743	+1%	+$1,000,000	999998.52	17:11:01	1
2024-12-20	2024-12-18	PFX	Phenixfin Corp	Lorber David A	COB, CEO, 10%	P - Purchase	48.05	12871	223,805	+6%	+$618,422	618451.55	15:37:38	2
2024-12-20	2024-12-19	GSAT	Globalstar, Inc.	Monroe James III	Dir, 10%	P - Purchase	1.89	5e+05	1,100,945,953	0%	+$943,700	945000	09:18:08	1
2024-12-19	2024-12-17	VRSN	Verisign Inc/Ca	Berkshire Hathaway Inc	10%	P - Purchase	193.77	234312	13,049,925	+2%	+$45,403,468	45402636.24	21:42:24	2
2024-12-19	2024-12-17	SIRI	Sirius Xm Holdings Inc.	Berkshire Hathaway Inc	10%	P - Purchase	21.6	4963844	117,468,573	+4%	+$107,234,753	107219030.4	21:39:06	2
2024-12-19	2024-12-17	OXY	Occidental Petroleum Corp /De/	Berkshire Hathaway Inc	10%	P - Purchase	45.99	8896890	264,263,311	+3%	+$409,153,148	409167971.1	21:35:34	2
2024-12-19	2024-12-17	PDX	Pimco Dynamic Income Strategy Fund	Saba Capital Management, L.P.	10%	P - Purchase	25.06	26121	6,808,213	0%	+$654,710	654592.26	21:04:30	2
2024-12-19	2024-12-17	BH	Biglari Holdings Inc.	Biglari, Sardar	COB, CEO, 10%	P - Purchase	458.21	3271	1,548,116	0%	+$1,498,817	1498804.91	20:09:31	2
2024-12-19	2024-12-17	MAV	Pioneer Municipal High Income Advantage Fund, Inc.	Saba Capital Management, L.P.	10%	P - Purchase	8.64	91638	3,577,390	+3%	+$791,531	791752.32	19:42:46	2
2024-12-19	2024-12-18	CNC	Centene Corp	Greco Thomas	Dir	P - Purchase	59.75	17000	19,309	+736%	+$1,015,750	1015750	17:39:30	1
2024-12-19	2024-12-17	TXO	Txo Partners, L.P.	Hutton Keith A	Dir, 10%	P - Purchase	15.88	120000	4,120,215	+3%	+$1,905,020	1905600	16:43:57	2
2024-12-19	2024-12-19	PLAY	Dave & Buster'S Entertainment, Inc.	Sheehan Kevin M	Interim CEO	P - Purchase	26.44	19025	69,025	+38%	+$503,107	503021	16:30:03	0
2024-12-19	2024-12-17	NMFC	New Mountain Finance Corp	Klinsky Steven B	Dir	P - Purchase	11.28	72280	9,718,362	+1%	+$815,622	815318.4	16:21:31	2
2024-12-19	2024-12-18	XLO	Xilio Therapeutics, Inc.	Gilead Sciences, Inc.	10%	P - Purchase	1.04	1759978	9,105,451	+24%	+$1,830,377	1830377.12	16:19:34	1
2024-12-19	2024-12-18	GSAT	Globalstar, Inc.	Monroe James III	Dir, 10%	P - Purchase	2	5e+05	1,100,445,953	0%	+$998,300	1e+06	09:15:18	1
2024-12-18	2024-12-16	TKO	Tko Group Holdings, Inc.	Silver Lake West Holdco, L.P.	10%	P - Purchase	147.04	526400	2,506,817	+27%	+$77,403,284	77401856	20:30:04	2
2024-12-18	2024-12-16	TKO	Tko Group Holdings, Inc.	Whitesell Patrick	10%	P - Purchase	147.04	526400	2,506,817	+27%	+$77,403,284	77401856	20:00:04	2
2024-12-18	2024-12-16	TKO	Tko Group Holdings, Inc.	Emanuel Ariel	CEO, 10%	P - Purchase	147.04	526400	2,567,191	+26%	+$77,403,284	77401856	20:00:03	2
2024-12-18	2024-12-16	STAA	Staar Surgical Co	Broadwood Partners, L.P.	10%	P - Purchase	24.28	80200	21,723,162	0%	+$1,947,540	1947256	19:00:23	2
2024-12-18	2024-12-13	OLMA	Olema Pharmaceuticals, Inc.	Graham G. Walmsley	Dir	P - Purchase	6.75	700761	1,408,875	+99%	+$4,730,137	4730136.75	18:52:04	5
2024-12-18	2024-12-17	COP	Conocophillips	Walker R A	Dir	P - Purchase	97.8	10400	44,900	+30%	+$1,017,161	1017120	18:19:38	1
2024-12-18	2024-12-16	SUNS	Sunrise Realty Trust, Inc.	Tannenbaum Leonard M	Exec COB, 10%	P - Purchase	13.41	102613	1,894,042	+6%	+$1,376,422	1376040.33	17:34:15	2
2024-12-18	2024-12-17	GAIIX	Gladstone Alternative Income Fund	Gladstone Investment Corporation\De	10%	P - Purchase	10	250000	500,000	+100%	+$2,500,000	2500000	16:14:49	1
2024-12-18	2024-12-17	GAIIX	Gladstone Alternative Income Fund	Gladstone Capital Corp	10%	P - Purchase	10	250000	500,000	+100%	+$2,500,000	2500000	16:12:57	1
2024-12-18	2024-12-16	CADL	Candel Therapeutics, Inc.	Manning Paul B	Dir	P - Purchase	6	1250000	4,127,158	+43%	+$7,500,000	7500000	16:11:47	2
2024-12-18	2024-12-17	GAIIX	Gladstone Alternative Income Fund	Gladstone David	CEO, 10%	P - Purchase	10	5e+05	1,010,000	+98%	+$5,000,000	5e+06	16:11:00	1
2024-12-18	2024-12-17	GSAT	Globalstar, Inc.	Monroe James III	Dir, 10%	P - Purchase	1.92	5e+05	1,099,945,953	0%	+$957,500	960000	09:17:32	1
2024-12-17	2024-12-13	AMR	Alpha Metallurgical Resources, Inc.	Courtis Kenneth S.	Dir	P - Purchase	228.73	10621	624,584	+2%	+$2,429,301	2429341.33	21:54:30	4
2024-12-17	2024-12-13	AMR	Alpha Metallurgical Resources, Inc.	Courtis Kenneth S.	Dir	P - Purchase	228.73	10621	624,584	+2%	+$2,429,301	2429341.33	21:22:23	4
2024-12-17	2024-12-13	PLSE	Pulse Biosciences, Inc.	Duggan Robert W	Dir, 10%	P - Purchase	17.18	55256	43,290,683	0%	+$949,298	949298.08	20:02:46	4
2024-12-17	2024-12-17	OLMA	Olema Pharmaceuticals, Inc.	Graham G. Walmsley	Dir	P - Purchase	6.75	700761	1,408,875	+99%	+$4,730,137	4730136.75	19:52:19	0
2024-12-17	2024-12-16	CNC	Centene Corp	Coughlin Christopher J	Dir	P - Purchase	59.44	10000	36,358	+38%	+$594,400	594400	19:33:45	1
2024-12-17	2024-12-13	BCYC	Bicycle Therapeutics Plc	Baker Bros. Advisors LP	Dir, 10%	P - Purchase	14.29	1485397	9,995,274	+17%	+$21,230,385	21226323.13	18:03:39	4
2024-12-17	2024-12-13	UAN	Cvr Partners, LP	Icahn Carl C	10%	P - Purchase	74.87	9024	4,042,868	0%	+$675,610	675626.88	17:56:02	4
2024-12-17	2024-12-13	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	6.86	522670	10,280,945	+5%	+$3,585,572	3585516.2	17:39:05	4
2024-12-17	2024-12-09	ISPO	Inspirato Inc	Zamani Payam	CEO, 10%	P - Purchase	3.42	906378	8,326,143	+12%	+$3,100,000	3099812.76	17:33:13	8
2024-12-17	2024-12-13	NMFC	New Mountain Finance Corp	Klinsky Steven B	Dir	P - Purchase	11.74	100502	9,670,175	+1%	+$1,179,641	1179893.48	16:38:58	4
2024-12-17	2024-12-16	FANG	Diamondback Energy, Inc.	West Steven E	Dir	P - Purchase	162.66	6000	12,135	+98%	+$975,960	975960	16:35:02	1
2024-12-17	2024-12-17	OXLC	Oxford Lane Capital Corp.	Rosenthal Saul B	Pres	P - Purchase	5.08	2960000	7,789,887	+61%	+$15,036,800	15036800	16:18:25	0
2024-12-17	2024-12-13	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	28.5	188000	28,473,498	+1%	+$5,357,162	5358000	16:18:13	4
2024-12-17	2024-12-17	OXLC	Oxford Lane Capital Corp.	Cohen Jonathan H	CEO	P - Purchase	5.08	2960000	7,824,728	+61%	+$15,036,800	15036800	16:17:17	0
2024-12-17	2024-12-16	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.91	350000	59,546,236	+1%	+$2,768,500	2768500	10:24:24	1
2024-12-17	2024-12-13	TEX	Terex Corp	Sachs David A	Dir	P - Purchase	49.75	20000	427,754	+5%	+$995,000	995000	09:11:39	4
2024-12-17	2024-12-13	NRDY	Nerdy Inc.	Cohn Charles K.	CEO, 10%	P - Purchase	1.82	5e+06	54,622,757	+10%	+$9,080,000	9100000	08:59:59	4
2024-12-17	2024-12-12	PLES	Pulse Biosciences, Inc.	Duggan Robert W	Dir, 10%	P - Purchase	17.13	45404	43,235,427	0%	+$777,771	777770.52	06:05:11	5
2024-12-16	2024-12-12	BH	Biglari Holdings Inc.	Biglari, Sardar	COB, CEO, 10%	P - Purchase	494.45	1478	1,544,845	0%	+$730,796	730797.1	21:30:05	4
2024-12-16	2024-12-12	FREY	Freyr Battery, Inc. /De/	Calio Joseph Evan	CFO	P - Purchase	1.64	549862	680,462	+421%	+$903,276	901773.68	17:50:05	4
2024-12-16	2024-12-16	SOFI	Sofi Technologies, Inc.	Schuppenhauer Eric	EVP  GBUL Borrow	P - Purchase	16.34	30600	46,105	+197%	+$500,001	500004	17:39:37	0
2024-12-16	2024-12-13	TDW	Tidewater Inc	Kneen Quintin	Dir, Pres, CEO	P - Purchase	48.06	41615	176,239	+31%	+$1,999,921	2000016.9	17:30:04	3
2024-12-16	2024-12-13	TDW	Tidewater Inc	Robotti Robert	Dir	P - Purchase	47.57	21147	2,179,273	+1%	+$1,005,873	1005962.79	16:36:18	3
2024-12-16	2024-12-12	DOW	Dow Inc.	Fitterling James R	Chair, CEO	P - Purchase	41.49	25600	370,209	+7%	+$1,062,155	1062144	16:19:06	4
2024-12-16	2024-12-13	GPN	Global Payments Inc	Baldwin Robert H B Jr	Dir	P - Purchase	116	5800	42,738	+16%	+$672,800	672800	16:10:39	3
2024-12-16	2024-12-16	GSAT	Globalstar, Inc.	Monroe James III	Dir, 10%	P - Purchase	1.96	5e+05	1,099,445,953	0%	+$978,400	980000	15:44:37	0
2024-12-16	2024-12-12	WHLRD	Wheeler Real Estate Investment Trust, Inc.	Ursa Fund Management, LLC	10%	P - Purchase	25.11	32066	370,000	+9%	+$805,273	805177.26	14:59:23	4
2024-12-16	2024-12-12	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	7.88	588299	59,196,236	+1%	+$4,636,907	4635796.12	10:45:09	4
2024-12-16	2024-12-13	GSAT	Globalstar, Inc.	Monroe James III	Dir, 10%	P - Purchase	2	5e+05	1,098,945,953	0%	+$997,500	1e+06	08:01:30	3
2024-12-16	2024-12-12	APGE	Apogee Therapeutics, Inc.	McKenna Mark C.	Dir	P - Purchase	49.54	20000	20,000	New	+$990,775	990800	06:00:10	4
2024-12-13	2024-12-11	TKO	Tko Group Holdings, Inc.	Whitesell Patrick	10%	P - Purchase	142.64	337447	1,980,417	+21%	+$48,133,382	48133440.08	21:43:57	2
2024-12-13	2024-12-11	TKO	Tko Group Holdings, Inc.	Emanuel Ariel	CEO, 10%	P - Purchase	142.64	337447	2,040,791	+20%	+$48,133,382	48133440.08	21:42:59	2
2024-12-13	2024-12-11	TKO	Tko Group Holdings, Inc.	Silver Lake West Holdco, L.P.	10%	P - Purchase	142.64	337447	1,980,417	+21%	+$48,133,382	48133440.08	21:42:12	2
2024-12-13	2024-12-11	ADCT	Adc Therapeutics Sa	Redmile Group, LLC	10%	P - Purchase	3.05	2e+05	28,812,443	+1%	+$609,000	610000	21:00:14	2
2024-12-13	2024-12-11	PLSE	Pulse Biosciences, Inc.	Duggan Robert W	Dir, 10%	P - Purchase	17.35	56054	43,190,023	0%	+$972,344	972536.9	19:30:48	2
2024-12-13	2024-12-11	UHG	United Homes Group, Inc.	Nieri Michael P.	Exec COB, 10%	P - Purchase	5	9e+05	1,521,328	+145%	+$4,500,000	4500000	17:55:46	2
2024-12-13	2024-12-11	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	29.69	285000	28,285,498	+1%	+$8,460,732	8461650	16:22:17	2
2024-12-13	2024-12-11	TEX	Terex Corp	Sachs David A	Dir	P - Purchase	50.73	20000	407,754	+5%	+$1,014,600	1014600	15:38:38	2
2024-12-13	2024-12-11	ACHR	Archer Aviation Inc.	Stellantis N.V.	10%	P - Purchase	6.65	751879	60,486,841	+1%	+$4,999,995	4999995.35	15:37:26	2
2024-12-13	2024-12-12	GAIIX	Gladstone Alternative Income Fund	Gladstone Investment Corporation\De	10%	P - Purchase	10	125000	250,000	+100%	+$1,250,000	1250000	13:59:31	1
2024-12-13	2024-12-12	GAIIX	Gladstone Alternative Income Fund	Gladstone Capital Corp	10%	P - Purchase	10	125000	250,000	+100%	+$1,250,000	1250000	13:56:40	1
2024-12-13	2024-12-12	GAIIX	Gladstone Alternative Income Fund	Gladstone David	CEO, 10%	P - Purchase	10	250000	510,000	+96%	+$2,500,000	2500000	13:55:25	1
2024-12-13	2024-12-13	GSAT	Globalstar, Inc.	Monroe James III	Dir, 10%	P - Purchase	1.9	530000	1,097,792,285	0%	+$1,005,569	1007000	13:54:30	0
2024-12-12	2024-12-10	DSS	Dss, Inc.	Chan Heng Fai Ambrose	Dir, 10%	P - Purchase	0.97	1025746	5,145,686	+25%	+$1,000,000	994973.62	21:49:45	2
2024-12-12	2024-12-10	DBI	Designer Brands Inc.	Stone House Capital Management, LLC	Member of a 10% Group	P - Purchase	5.63	250000	5,000,000	+5%	+$1,407,500	1407500	18:00:05	2
2024-12-12	2024-12-12	PLAY	Dave & Buster'S Entertainment, Inc.	Sheehan Kevin M	Interim CEO	P - Purchase	25.48	37735	139,011	+37%	+$961,397	961487.8	17:30:57	0
2024-12-12	2024-12-11	DMLP	Dorchester Minerals, L.P.	Dorchester Minerals Operating LP	Entity Under Common Control	P - Purchase	32.97	22000	22,228	>999%	+$725,301	725340	16:40:06	1
2024-12-12	2024-12-10	CIM	Chimera Investment Corp	Macdowell Jack Lee Jr	Chief Investment Officer	P - Purchase	15.13	66000	166,000	+66%	+$998,580	998580	16:31:47	2
2024-12-12	2024-12-11	CRDF	Cardiff Oncology, Inc.	Pace Gary W	Dir	P - Purchase	2.6	361615	2,107,252	+21%	+$940,199	940199	16:05:04	1
2024-12-11	2024-12-09	SRFM	Surf Air Mobility Inc.	Palantir Technologies Inc.	10%	P - Purchase	4.45	446830	3,176,996	+16%	+$1,989,823	1988393.5	20:12:22	2
2024-12-11	2024-12-09	NRDY	Nerdy Inc.	Cohn Charles K.	CEO, 10%	P - Purchase	1.78	3e+05	49,322,757	+1%	+$534,000	534000	17:45:24	2
2024-12-11	2024-12-11	OPK	Opko Health, Inc.	Frost Phillip Md Et Al	CEO, COB, 10%	P - Purchase	1.56	5e+05	246,107,605	0%	+$781,050	780000	17:21:28	0
2024-12-11	2024-12-10	SSII	Ss Innovations International, Inc.	Adams Timothy P.	Dir	P - Purchase	1.46	1400620	3,781,902	+59%	+$2,049,107	2044905.2	16:15:03	1
2024-12-11	2024-12-09	DGICA	Donegal Group Inc	Donegal Mutual Insurance Co	10%	P - Purchase	16.57	79900	17,834,596	0%	+$1,324,029	1323943	13:08:13	2
2024-12-10	2024-12-06	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	29.93	137000	28,000,498	0%	+$4,100,040	4100410	16:15:24	4
2024-12-10	2024-12-09	GAIAX	Gladstone Alternative Income Fund	Gladstone David	CEO, 10%	P - Purchase	10	250000	260,000	>999%	+$2,500,000	2500000	16:04:09	1
2024-12-09	2024-12-06	CIM	Chimera Investment Corp	Macdowell Jack Lee Jr	Chief Investment Officer	P - Purchase	14.81	1e+05	100,000	New	+$1,480,500	1481000	17:09:39	3
2024-12-09	2024-12-05	NRDY	Nerdy Inc.	Cohn Charles K.	CEO, 10%	P - Purchase	1.54	426758	48,854,396	+1%	+$657,207	657207.32	17:03:46	4
2024-12-09	2024-12-05	AUPH	Aurinia Pharmaceuticals Inc.	Tang Kevin	Dir	P - Purchase	9.02	1200000	8,429,500	+17%	+$10,822,000	10824000	16:52:50	4
2024-12-09	2024-12-06	SCVL	Shoe Carnival Inc	Weaver Delores B	10%	P - Purchase	33.91	285500	9,173,373	+3%	+$9,681,305	9681305	16:32:29	3
2024-12-09	2024-12-05	RVMD	Revolution Medicines, Inc.	Schroeder Thilo	Dir	P - Purchase	46	1304347	7,601,087	+21%	+$59,999,962	59999962	16:15:16	4
2024-12-09	2024-12-06	SCVL	Shoe Carnival Inc	Weaver Wayne J	COB, 10%	P - Purchase	33.91	285500	9,173,373	+3%	+$9,681,305	9681305	16:12:12	3
2024-12-09	2024-12-06	TREE	Lendingtree, Inc.	Lebda Douglas R	COB, CEO, 10%	P - Purchase	39.72	13000	2,196,412	+1%	+$516,360	516360	15:27:52	3
2024-12-09	2024-12-05	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	8.07	159167	58,607,937	0%	+$1,284,478	1284477.69	11:02:38	4
2024-12-09	2024-12-06	DGICA	Donegal Group Inc	Donegal Mutual Insurance Co	10%	P - Purchase	16.66	270000	13,046,126	+2%	+$4,498,717	4498200	10:34:41	3
2024-12-09	2024-12-03	STRW	Strawberry Fields Reit, Inc.	Gubin Moishe	CEO	P - Purchase	11.16	250567	700,667	+56%	+$2,795,202	2796327.72	08:36:03	6
2024-12-09	2024-12-05	MSCI	Msci Inc.	Fernandez Henry A	COB, CEO	P - Purchase	612.8	2900	2,121,846	0%	+$1,777,119	1777120	06:55:51	4
2024-12-06	2024-12-04	IVFH	Innovative Food Holdings Inc	Gramm Jefferson	Dir, 10%	P - Purchase	1.6	1250000	6,193,349	+25%	+$2,000,000	2e+06	19:39:19	2
2024-12-06	2024-12-04	MODV	Modivcare Inc	Q Global Capital Management, L.P.	10%	P - Purchase	17.61	45465	1,967,098	+2%	+$800,863	800638.65	18:10:34	2
