Filing.Date	Trade.Date	Ticker	Company Name	Insider.Name	Title	Trade.Type	Price	Qty	Owned	ΔOwn	Value	totalValue	Filing.Time	DaysToFile
2024-04-01	2024-03-28	CWEN	Clearway Energy, Inc.	Global Infrastructure Investors Iii, LLC	Dir, 10%	P - Purchase	22.86	196964	295,235	+200%	+$4,502,833	4502597.04	16:30:50	4
2024-04-01	2024-03-28	SOWG	Sow Good Inc.	Berman Lyle	Dir, 10%	P - Purchase	7.25	68966	577,404	+14%	+$500,004	500003.5	13:54:51	4
2024-04-01	2024-03-28	FSBC	Five Star Bancorp	Perry-Smith Robert Truxtun	Dir	P - Purchase	21.75	80460	227,638	+55%	+$1,750,005	1750005	11:05:59	4
2024-04-01	2024-03-28	FSBC	Five Star Bancorp	Allbaugh Larry Eugene	Dir, 10%	P - Purchase	21.75	137931	3,175,070	+5%	+$2,999,999	2999999.25	11:03:38	4
2024-04-01	2024-03-27	NQP	Nuveen Pennsylvania Quality Municipal Income Fund	Saba Capital Management, L.P.	10%	P - Purchase	11.81	46857	4,970,963	+1%	+$553,381	553381.17	08:48:32	5
2024-04-01	2024-03-27	ECAT	Blackrock Esg Capital Allocation Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	17.32	314036	28,496,747	+1%	+$5,439,314	5439103.52	08:46:04	5
2024-04-01	2024-03-27	BIGZ	Blackrock Innovation & Growth Term Trust	Saba Capital Management, L.P.	10%	P - Purchase	8.09	292250	51,963,968	+1%	+$2,365,099	2364302.5	08:41:22	5
2024-03-29	2024-03-27	NKTX	Nkarta, Inc.	Ra Capital Management, L.P.	Dir, 10%	P - Purchase	10	3e+06	10,805,129	+38%	+$30,000,000	3e+07	17:38:04	2
2024-03-29	2024-03-27	XIVYX	Institutional Investment Strategy Fund	McElhoe Wenwen	Dir	P - Purchase	10.21	88008	171,188	+106%	+$898,565	898561.68	12:52:48	2
2024-03-28	2024-03-26	LSXMA	Liberty Media Corp	Berkshire Hathaway Inc	10%	P - Purchase	29.11	2521431	32,755,624	+8%	+$73,403,470	73398856.41	21:49:16	2
