X	Filing Date	Trade Date	Ticker	Company Name	Insider Name	Title	Trade Type	Price	Qty	Owned	ΔOwn	Value	1d	1w	1m	6m
	2024-06-13 12:04:50	2024-06-12	FXNC	First National Corp /va/	Wilkins III James R	Dir	P - Purchase	$15.48	+1,700	292,743	+1%	+$26,315				
	2024-06-13 11:50:03	2024-06-12	NUTX	Nutex Health, Inc.	Detillio Joshua	COO	P - Purchase	$0.54	+20,000	29,333	+214%	+$10,800				
	2024-06-13 11:41:21	2024-06-12	RCG	Renn Fund, Inc.	Stahl Murray	Pres, CEO	P - Purchase	$1.67	+205	559,560	0%	+$342				
	2024-06-13 10:44:07	2024-06-10	RCG	Renn Fund, Inc.	Newman Melinda	Dir	P - Purchase	$1.66	+2,000	2,000	New	+$3,320				
M	2024-06-13 10:37:16	2024-06-11	PKOH	Park Ohio Holdings Corp	Crawford Edward F	Dir	P - Purchase	$25.14	+15,000	852,524	+2%	+$377,151				
	2024-06-13 10:20:49	2024-06-12	DLX	Deluxe Corp	Zint William C	SVP, Chief Financial Offier	P - Purchase	$23.00	+120	11,464	+1%	+$2,760				
M	2024-06-13 10:04:42	2024-06-11	HNVR	Hanover Bancorp, Inc. /Ny	Okun Philip A	Dir	P - Purchase	$16.26	+1,000	38,646	+3%	+$16,255				
	2024-06-13 09:53:25	2024-06-12	YORW	York Water Co	Hand Joseph Thomas	CEO, Pres	P - Purchase	$36.10	+20	32,114	0%	+$722				
	2024-06-13 09:21:55	2024-06-11	HEAR	Turtle Beach Corp	Jimenez Terry	Dir	P - Purchase	$15.07	+2,250	50,009	+5%	+$33,908				
	2024-06-13 08:53:44	2024-06-12	CLF	Cleveland-Cliffs Inc.	Oren Ben	Dir	P - Purchase	$14.99	+6,700	14,167	+90%	+$100,400				
	2024-06-13 08:16:17	2024-06-11	CSBB	Csb Bancorp, Inc.	Baker Robert K	Dir	P - Purchase	$38.45	+350	41,460	+1%	+$13,458				
	2024-06-13 08:05:03	2024-06-11	PRSO	Peraso Inc.	McWalter Ian	Dir	P - Purchase	$1.27	+100,000	104,497	>999%	+$127,000				
	2024-06-12 21:46:04	2024-06-10	PHUN	Phunware, Inc.	Snavely Michael	CEO	P - Purchase	$5.50	+1,186	27,329	+5%	+$6,523				
	2024-06-12 21:23:14	2024-06-11	THRY	Thryv Holdings, Inc.	McCusker James	Chief Revenue Officer, EVP	P - Purchase	$19.69	+1,200	97,907	+1%	+$23,628				
DM	2024-06-12 20:41:29	2024-06-10	OXY	Occidental Petroleum Corp /De/	Berkshire Hathaway Inc	10%	P - Purchase	$60.30	+1,750,308	252,418,810	+1%	+$105,550,532				
	2024-06-12 19:59:24	2024-06-06	NICK	Nicholas Financial Inc	Peterson Adam K	Dir, 10%	P - Purchase	$0.00	+3,077	2,442,471	0%	+$0				
M	2024-06-12 19:23:55	2024-06-10	KRON	Kronos Bio, Inc.	Bischofberger Norbert W	Pres, CEO	P - Purchase	$1.04	+3,005,122	11,241,620	+36%	+$3,119,081				
D	2024-06-12 19:02:04	2024-06-10	NRDY	Nerdy Inc.	Cohn Charles K.	CEO, 10%	P - Purchase	$1.59	+353,000	20,988,285	+2%	+$561,270				
	2024-06-12 19:00:21	2024-06-10	OEC	Orion S.A.	Quinones Carlos	SVP Global Operations	P - Purchase	$23.51	+4,000	69,702	+6%	+$94,040				
M	2024-06-12 18:50:45	2024-06-10	STCN	Steel Connect, Inc.	Steel Partners Holdings L.P.	Dir, 10%	P - Purchase	$11.52	+21,342	3,049,235	+1%	+$245,892				
	2024-06-12 18:42:33	2024-06-10	EGBN	Eagle Bancorp Inc	Saltzman Paul	EVP, GC	P - Purchase	$16.46	+1,000	21,177	+5%	+$16,460				
	2024-06-12 18:28:42	2024-06-12	FTRE	Fortrea Holdings Inc.	Hanson James S.	GC	P - Purchase	$25.30	+2,000	7,500	+36%	+$50,600				
M	2024-06-12 18:02:44	2024-06-10	HWKN	Hawkins Inc	Faulconbridge James A	Dir	P - Purchase	$87.76	+4,000	46,017	+10%	+$351,036				
	2024-06-12 18:00:09	2024-06-11	ASRT	Assertio Holdings, Inc.	Vacirca Jeff L	Dir	P - Purchase	$1.11	+10,000	151,159	+7%	+$11,100				
	2024-06-12 17:58:43	2024-06-11	JMSB	John Marshall Bancorp, Inc.	Kinney Jonathan Craig	Dir	P - Purchase	$16.58	+700	612,948	0%	+$11,604				
DM	2024-06-12 17:57:54	2024-06-10	NANX	Nanophase Technologies Corp	Whitmore R Janet	Dir	P - Purchase	$1.44	+18,369	1,908,641	+1%	+$26,487				
	2024-06-12 17:53:56	2024-04-12	ASTI	Ascent Solar Technologies, Inc.	Warley Paul P.	CEO	P - Purchase	$0.12	+15,000	246,538	+6%	+$1,862				
	2024-06-12 17:46:07	2024-06-12	OESX	Orion Energy Systems, Inc.	Otten Anthony L.	Dir	P - Purchase	$1.09	+5,000	204,412	+3%	+$5,450				
	2024-06-12 17:42:48	2024-06-10	BLDE	Blade Air Mobility, Inc.	Love Reginald	Dir	P - Purchase	$2.99	+5,091	62,628	+9%	+$15,197				
	2024-06-12 17:42:19	2024-06-10	BLDE	Blade Air Mobility, Inc.	Borthwick John	Dir	P - Purchase	$2.97	+7,743	83,817	+10%	+$22,996				
DM	2024-06-12 17:42:09	2024-06-11	LNKB	Linkbancorp, Inc.	Parmer George	Dir	P - Purchase	$6.26	+5,000	1,846,613	0%	+$31,300				
	2024-06-12 17:32:43	2024-06-12	OESX	Orion Energy Systems, Inc.	Wishart-Smith Heather L	Dir	P - Purchase	$1.11	+9,025	67,223	+16%	+$10,017				
	2024-06-12 17:26:25	2024-06-10	GLP	Global Partners LP	Global Gp LLC	General Partner	P - Purchase	$50.23	+10,000	167,981	+6%	+$502,300				
	2024-06-12 16:47:51	2024-06-11	MCB	Metropolitan Bank Holding Corp.	Dougherty Daniel F	EVP, CFO	P - Purchase	$39.30	+1,000	21,433	+5%	+$39,299				
	2024-06-12 16:41:01	2024-06-11	ABR	Arbor Realty Trust Inc	Friedman David Erwin	CCO, Head of Non-Agcy Prod	P - Purchase	$13.37	+5,275	65,736	+9%	+$70,526				
M	2024-06-12 16:40:08	2024-06-10	VATE	Innovate Corp.	Voigt Paul	Interim CEO	P - Purchase	$0.60	+17,821	1,753,881	+1%	+$10,693				
	2024-06-12 16:37:38	2024-06-11	KRBP	Kiromic Biopharma, Inc.	Nagel Michael	Dir	P - Purchase	$3.33	+1,000	43,296	+2%	+$3,330				
	2024-06-12 16:36:52	2024-06-10	KRBP	Kiromic Biopharma, Inc.	Misajon Pamela	Dir	P - Purchase	$2.93	+1,701	27,201	+7%	+$4,984				
	2024-06-12 16:36:37	2024-06-12	DINO	Hf Sinclair Corp	Myers Franklin	Dir	P - Purchase	$52.04	+2,000	140,293	+1%	+$104,080				
	2024-06-12 16:36:06	2024-06-12	KRBP	Kiromic Biopharma, Inc.	Hungerford Brian	CFO	P - Purchase	$3.18	+1,000	57,933	+2%	+$3,180				
M	2024-06-12 16:35:20	2024-06-11	KRBP	Kiromic Biopharma, Inc.	Bersani Pietro	CEO	P - Purchase	$3.26	+6,000	138,845	+5%	+$19,530				
DM	2024-06-12 16:34:42	2024-06-10	PEB	Pebblebrook Hotel Trust	Bortz Jon E	COB, CEO	P - Purchase	$13.59	+45,000	1,453,284	+3%	+$611,420				
	2024-06-12 16:32:09	2024-06-10	WAY	Waystar Holding Corp.	Driscoll John Patrick	Chairperson	P - Purchase	$21.50	+6,000	85,623	+8%	+$129,000				
	2024-06-12 16:30:07	2024-06-11	BMEA	Biomea Fusion, Inc.	Valle Franco	CFO	P - Purchase	$4.43	+12,509	42,500	+42%	+$55,361				
	2024-06-12 16:29:17	2024-06-11	EGBN	Eagle Bancorp Inc	Newell Eric R	EVP, CFO	P - Purchase	$16.60	+987	20,987	+5%	+$16,387				
	2024-06-12 16:29:10	2024-06-11	WSR	Whitestone Reit	Feng Amy Shih-Hua	Dir	P - Purchase	$13.09	+17,000	40,566	+72%	+$222,530				
	2024-06-12 16:25:10	2024-06-10	TURN	180 Degree Capital Corp. /ny/	Rendino Kevin	COB, CEO	P - Purchase	$3.78	+3,957	759,982	+1%	+$14,957				
M	2024-06-12 16:22:13	2024-06-10	TLS	Telos Corp	Schaufeld Fredrick	Dir	P - Purchase	$4.01	+283,566	2,219,072	+15%	+$1,135,712				
M	2024-06-12 16:19:03	2024-06-10	MBWM	Mercantile Bank Corp	Sanchez Nelson F	Dir	P - Purchase	$36.00	+277	2,297	+14%	+$9,972				
	2024-06-12 16:18:41	2024-06-12	BMNM	Bimini Capital Management, Inc.	Dwyer Robert J	Dir, 10%	P - Purchase	$0.94	+4,575	1,316,632	0%	+$4,301				
	2024-06-12 16:15:59	2024-06-11	BL	Blackline, Inc.	Ryan Owen	CO-CEO	P - Purchase	$46.11	+7,552	153,500	+5%	+$348,226				
M	2024-06-12 16:15:26	2024-06-10	ZOM	Zomedica Corp.	Klass Russell Kevin	VP of Sales	P - Purchase	$0.15	+700,007	1,700,057	+70%	+$105,041				
	2024-06-12 16:11:34	2024-06-10	VLY	Valley National Bancorp	Williams Sidney S	Dir	P - Purchase	$6.74	+742	33,329	+2%	+$5,001				
	2024-06-12 16:07:31	2024-06-11	SYPR	Sypris Solutions Inc	Convis Gary L	Dir	P - Purchase	$1.74	+3,664	425,990	+1%	+$6,375				
	2024-06-12 16:03:03	2024-06-11	BOC	Boston Omaha Corp	Kenan Frank H. II	Dir	P - Purchase	$14.03	+30,000	303,944	+11%	+$420,981				
D	2024-06-12 15:59:53	2024-06-11	NFBK	Northfield Bancorp, Inc.	Connors John P Jr	Dir	P - Purchase	$7.52	+6,500	205,001	+3%	+$48,896				
D	2024-06-12 15:42:01	2024-06-11	NFBK	Northfield Bancorp, Inc.	Jacobs William R.	EVP, PAO	P - Purchase	$7.55	+1,000	112,093	+1%	+$7,550				
	2024-06-12 15:17:31	2024-06-10	LAKE	Lakeland Industries Inc	Jenkins James M.	Pres, CEO, Exec. Chair	P - Purchase	$23.98	+2,085	75,728	+3%	+$49,998				
	2024-06-12 14:57:32	2024-06-11	FRBBX	Flat Rock Enhanced Income Fund	Ripp Ryan	CFO, Treasurer, Secretary	P - Purchase	$21.64	+3,697	14,295	+35%	+$80,000				
	2024-06-12 14:43:26	2024-06-10	RCG	Renn Fund, Inc.	Allen Anita L	Dir	P - Purchase	$1.66	+300	300	New	+$498				
	2024-06-12 13:43:08	2024-06-11	CBKM	Consumers Bancorp Inc /oh/	Mikes Suzanne N	SVP, Chief Credit Officer	P - Purchase	$16.45	+200	7,637	+3%	+$3,290				
	2024-06-12 13:33:08	2024-06-11	CBKM	Consumers Bancorp Inc /oh/	L'Italien Shawna	Dir	P - Purchase	$16.42	+250	4,844	+5%	+$4,106				
	2024-06-12 13:19:52	2024-06-10	NXL	Nexalin Technology, Inc.	Owens David	Chief Medical Officer	P - Purchase	$0.64	+3,000	144,174	+2%	+$1,920				
	2024-06-12 13:16:16	2024-06-12	CLF	Cleveland-Cliffs Inc.	Goncalves Celso L Jr	EVP, CFO	P - Purchase	$14.99	+7,250	314,362	+2%	+$108,641				
	2024-06-12 12:56:09	2024-06-12	BRID	Bridgford Foods Corp	Bridgford Richard Eugene	V.P. Ind. Relations & Safety	P - Purchase	$10.00	+100	2,395	+4%	+$1,000				
M	2024-06-12 12:50:19	2024-06-10	BWFG	Bankwell Financial Group, Inc.	Dunne Jeffrey R	Dir	P - Purchase	$23.99	+241	6,834	+4%	+$5,781				
M	2024-06-12 12:49:03	2024-06-10	BWFG	Bankwell Financial Group, Inc.	Porto Carl M	Dir	P - Purchase	$24.00	+250	44,703	+1%	+$5,999				
M	2024-06-12 12:46:56	2024-06-10	BWFG	Bankwell Financial Group, Inc.	Seidman Lawrence B	Dir	P - Purchase	$24.00	+261	735,016	0%	+$6,263				
M	2024-06-12 12:45:36	2024-06-10	BWFG	Bankwell Financial Group, Inc.	Drexler Blake S	Dir	P - Purchase	$24.06	+17	256,398	0%	+$409				
M	2024-06-12 12:44:26	2024-06-10	BWFG	Bankwell Financial Group, Inc.	Dale Eric J	Dir	P - Purchase	$24.00	+411	73,240	+1%	+$9,862				
	2024-06-12 12:04:25	2024-06-11	FXNC	First National Corp /va/	Wilkins III James R	Dir	P - Purchase	$15.41	+3,500	291,043	+1%	+$53,945				
	2024-06-12 12:00:11	2024-06-11	RCG	Renn Fund, Inc.	Stahl Murray	Pres, CEO	P - Purchase	$1.70	+131	559,355	0%	+$223				
	2024-06-12 11:41:24	2024-06-11	GDV	Gabelli Dividend & Income Trust	Astorino Robert P.	Dir	P - Purchase	$22.75	+200	200	New	+$4,550				
M	2024-06-12 11:18:04	2024-06-10	ANIX	Anixa Biosciences Inc	Titterton Lewis H Jr	Dir	P - Purchase	$2.66	+7,432	856,207	+1%	+$19,749				
	2024-06-12 09:58:50	2024-06-11	EMYB	Embassy Bancorp, Inc.	Lobach David M Jr	COB, Pres, CEO	P - Purchase	$13.45	+70	525,135	0%	+$942				
M	2024-06-12 09:00:03	2024-06-10	ONDS	Ondas Holdings Inc.	Brock Eric A	COB, CEO, Pres	P - Purchase	$0.73	+45,049	1,936,255	+2%	+$32,751				
	2024-06-12 08:24:57	2024-06-11	FMNB	Farmers National Banc Corp /oh/	Macali Ralph D	Dir	P - Purchase	$11.87	+485	95,029	+1%	+$5,757				
	2024-06-12 07:59:30	2024-06-10	CTCX	Carmell Corp	Cassaday Bryan J.	CFO	P - Purchase	$2.50	+440	2,775	+19%	+$1,100				
	2024-06-12 07:00:16	2024-06-10	BCDA	Biocardia, Inc.	Altman Peter	Pres, CEO	P - Purchase	$3.36	+1,000	38,245	+3%	+$3,360				
M	2024-06-11 21:59:08	2024-06-07	Z	Zillow Group, Inc.	Hoag Jay C	Dir	P - Purchase	$42.76	+2,338,036	8,187,864	+40%	+$99,966,743				
M	2024-06-11 21:37:53	2024-06-07	FRTX	Fresh Tracks Therapeutics, Inc.	Exploration Capital, LLC	10%	P - Purchase	$0.94	+405,500	1,786,412	+29%	+$381,170				
M	2024-06-11 21:19:01	2024-06-07	UHG	United Homes Group, Inc.	Nieri Pennington W.	Co-EVP - Construction, 10%	P - Purchase	$5.00	+1,403,019	1,486,351	>999%	+$7,015,095				
M	2024-06-11 21:05:08	2024-06-07	UHG	United Homes Group, Inc.	Nieri Patrick Michael	10%	P - Purchase	$5.00	+278,149	361,481	+334%	+$1,390,745				
M	2024-06-11 20:41:54	2024-06-07	UHG	United Homes Group, Inc.	Lincks Maigan Nieri	10%	P - Purchase	$5.00	+278,150	361,482	+334%	+$1,390,750				
	2024-06-11 20:20:51	2024-06-10	UHG	United Homes Group, Inc.	Nieri Michael P.	COB, CEO, 10%	P - Purchase	$5.00	+621,328	621,328	New	+$3,106,640				
M	2024-06-11 19:57:46	2024-06-10	OPAD	Offerpad Solutions Inc.	Sella Roberto Marco	Dir, 10%	P - Purchase	$4.88	+29,490	3,118,450	+1%	+$144,007				
	2024-06-11 19:20:19	2024-06-10	PDYN	Palladyne Ai Corp.	Garagic Denis	CTO	P - Purchase	$1.80	+1,000	552,743	0%	+$1,800				
M	2024-06-11 19:07:07	2024-06-07	MCB	Metropolitan Bank Holding Corp.	Wolf George J Jr	Dir	P - Purchase	$39.00	+1,280	27,995	+5%	+$49,920				
	2024-06-11 18:35:02	2024-06-07	XIVYX	Institutional Investment Strategy Fund	McElhoe Wenwen	Dir, 10%	P - Purchase	$10.29	+4,454	182,654	+2%	+$45,836				
	2024-06-11 18:26:28	2024-06-07	CDTX	Cidara Therapeutics, Inc.	Stein Jeffrey	Pres, CEO	P - Purchase	$13.21	+8,000	84,564	+10%	+$105,680				
M	2024-06-11 18:23:49	2024-06-10	CSV	Carriage Services Inc	Fargason Charles	Dir	P - Purchase	$28.23	+4,000	20,005	+25%	+$112,900				
DM	2024-06-11 17:53:09	2024-06-07	FTHM	Fathom Holdings Inc.	Flanders Scott N	Dir	P - Purchase	$1.88	+25,832	681,210	+4%	+$48,620				
	2024-06-11 17:48:46	2024-06-07	CWBC	Community West Bancshares	Ramos Anthony Kenneth	EVP	P - Purchase	$17.25	+13,400	22,381	+149%	+$231,150				
AM	2024-06-11 17:43:15	2024-05-31	CTRN	Citi Trends Inc	Fund 1 Investments, LLC	10%	P - Purchase	$24.52	+30,419	2,151,438	+1%	+$745,743				
M	2024-06-11 17:41:17	2024-06-06	FPAY	Flexshopper, Inc.	Dvorkin Howard	Dir, 10%	P - Purchase	$1.13	+90,921	4,410,766	+2%	+$102,446				
	2024-06-11 17:30:03	2024-06-11	TMCI	Treace Medical Concepts, Inc.	Treace John T.	CEO, 10%	P - Purchase	$5.88	+45,000	11,712,224	0%	+$264,600				
	2024-06-11 17:11:30	2024-06-10	VST	Vistra Corp.	Crutchfield Lisa	Dir	P - Purchase	$89.46	+335	32,186	+1%	+$29,969				
M	2024-06-11 17:07:21	2024-06-10	RKT	Rocket Companies, Inc.	Rizik Matthew	Dir	P - Purchase	$14.28	+570	704,297	0%	+$8,139				
M	2024-06-11 17:06:02	2024-06-07	AEI	Alset Inc.	Chan Heng Fai Ambrose	CEO, 10%	P - Purchase	$1.08	+66,567	5,459,632	+1%	+$71,748				
M	2024-06-11 17:03:40	2024-06-10	HQL	Abrdn Life Sciences Investors	Saba Capital Management, L.P.	10%	P - Purchase	$13.72	+11,743	3,405,212	0%	+$161,098				
	2024-06-11 17:00:16	2024-06-11	FSCO	Fs Credit Opportunities Corp.	Fouss Barbara J	Dir	P - Purchase	$6.40	+6,000	27,130	+28%	+$38,393				
	2024-06-11 17:00:11	2024-06-07	PHIO	Phio Pharmaceuticals Corp.	Bitterman Robert J	Pres, CEO	P - Purchase	$0.74	+1,000	20,990	+5%	+$740				
	2024-06-11 16:57:29	2024-06-07	HEAR	Turtle Beach Corp	Jimenez Terry	Dir	P - Purchase	$15.45	+2,750	47,759	+6%	+$42,488				
M	2024-06-11 16:54:54	2024-06-10	FAST	Fastenal Co	Hsu Hsenghung Sam	Dir	P - Purchase	$63.12	+1,000	4,000	+33%	+$63,115				
M	2024-06-11 16:53:59	2024-06-07	PBF	Pbf Energy Inc.	Control Empresarial De Capitales S.A. De C.V.	Add'l Rep. Persons-see Ex.99-1, 10%	P - Purchase	$46.12	+58,500	14,882,698	0%	+$2,697,825				
M	2024-06-11 16:53:42	2024-06-07	GBDC	Golub Capital Bdc, Inc.	Golub Lawrence E	COB	P - Purchase	$16.03	+512,267	7,592,172	+7%	+$8,213,508				
	2024-06-11 16:53:12	2024-06-10	NFBK	Northfield Bancorp, Inc.	Ryan Patrick Louis	Dir	P - Purchase	$7.53	+10,000	180,730	+6%	+$75,330				
M	2024-06-11 16:52:08	2024-06-07	GBDC	Golub Capital Bdc, Inc.	Golub David	CEO	P - Purchase	$16.03	+512,267	7,368,213	+7%	+$8,213,508				
	2024-06-11 16:50:50	2024-06-10	FOXF	Fox Factory Holding Corp	Dennison Michael C.	CEO	P - Purchase	$44.30	+11,250	130,266	+9%	+$498,375				
	2024-06-11 16:49:16	2024-06-10	DLX	Deluxe Corp	McCarthy Barry C	Pres, CEO	P - Purchase	$21.63	+2,440	175,850	+1%	+$52,777				
	2024-06-11 16:47:27	2024-06-10	FSK	Fs Kkr Capital Corp	Hopkins Jerel A	Dir	P - Purchase	$20.70	+470	8,125	+6%	+$9,727				
	2024-06-11 16:45:02	2024-06-11	PRTS	Carparts.Com, Inc.	Barnes Jim	Dir	P - Purchase	$1.10	+94,000	252,097	+59%	+$103,400				
	2024-06-11 16:38:54	2024-06-11	CCOI	Cogent Communications Holdings, Inc.	Montagner Marc	Dir	P - Purchase	$52.61	+10,000	79,468	+14%	+$526,130				
	2024-06-11 16:37:25	2024-06-10	FSCO	Fs Credit Opportunities Corp.	Clark Della	Dir	P - Purchase	$6.36	+1,600	5,528	+41%	+$10,176				
	2024-06-11 16:30:19	2024-06-07	ESOA	Energy Services of America Corp	Reynolds Douglas V	Pres, 10%	P - Purchase	$7.15	+2,000	1,907,374	0%	+$14,300				
	2024-06-11 16:27:19	2024-06-11	PWOD	Penns Woods Bancorp Inc	Kranich Charles E.	Dir	P - Purchase	$20.09	+1,400	37,552	+4%	+$28,126				
	2024-06-11 16:26:45	2024-06-07	NMFC	New Mountain Finance Corp	Ogens David	Dir	P - Purchase	$12.62	+3,500	166,391	+2%	+$44,170				
	2024-06-11 16:20:51	2024-06-10	FXNC	First National Corp /va/	Wilkins III James R	Dir	P - Purchase	$15.48	+3,478	38,834	+10%	+$53,843				
M	2024-06-11 16:16:09	2024-06-07	HHH	Howard Hughes Holdings Inc.	Verbinskaya Elena	Chief Accounting Officer	P - Purchase	$66.62	+450	2,584	+21%	+$29,980				
	2024-06-11 16:15:52	2024-06-10	ZOM	Zomedica Corp.	Donato Peter	CFO	P - Purchase	$0.15	+25,000	25,000	New	+$3,798				
	2024-06-11 16:14:50	2024-06-05	PFLT	Pennantpark Floating Rate Capital Ltd.	Briones Jose A	Dir	P - Purchase	$11.40	+1,745	327,599	+1%	+$19,892				
	2024-06-11 16:05:18	2024-06-07	NSA	National Storage Affiliates Trust	Meisinger Chad Leroy	Dir	P - Purchase	$37.74	+18,405	114,155	+19%	+$694,605				
	2024-06-11 16:02:08	2024-06-10	SYPR	Sypris Solutions Inc	Convis Gary L	Dir	P - Purchase	$1.66	+950	422,326	0%	+$1,577				
	2024-06-11 16:00:28	2024-06-10	BNED	Barnes & Noble Education, Inc.	Wallace Rory	Dir	P - Purchase	$0.05	+202,480,772	207,625,329	>999%	+$10,124,039				
	2024-06-11 15:19:46	2024-06-10	CRWE	Crown Equity Holdings, Inc.	Mike Zaman Irrevocable Trust	10%	P - Purchase	$1.30	+1,000	10,015,057	0%	+$1,300				
	2024-06-11 14:48:13	2024-06-11	CTTH	Ctt Pharmaceutical Holdings, Inc.	Ctt Pharmaceutical Holdings, Inc.	CEO	P - Purchase	$0.05	+1,990	4,929,990	0%	+$99				
	2024-06-11 14:38:24	2024-06-10	KMT	Kennametal Inc	Chowbey Sanjay	Pres, CEO	P - Purchase	$24.28	+5,000	49,270	+11%	+$121,403				
AM	2024-06-11 14:20:45	2024-06-05	GRST	Ethema Health Corp	Greene Eileen Maria	Related party	P - Purchase	$0.00	+36,430,000	45,107,042	+420%	+$14,572				
	2024-06-11 14:15:59	2024-06-07	SLDB	Solid Biosciences Inc.	Kahn Clare	Dir	P - Purchase	$7.67	+1,100	1,100	New	+$8,442				
	2024-06-11 13:53:10	2024-06-10	DEI	Douglas Emmett Inc	Simon William E Jr	Dir	P - Purchase	$13.15	+45,000	45,000	New	+$591,800				
M	2024-06-11 13:46:23	2024-06-07	CRWE	Crown Equity Holdings, Inc.	Khial Shahram	VP of Marketing	P - Purchase	$1.05	+1,500	19,781	+8%	+$1,575				
	2024-06-11 13:03:39	2024-06-06	GHLD	Guild Holdings Co	Kramer Desiree Amber	CFO	P - Purchase	$16.12	+1,636	264,450	+1%	+$26,366				
	2024-06-11 12:49:23	2024-06-07	BOWL	Bowlero Corp.	Lavan Robert M.	CFO	P - Purchase	$12.94	+115	27,277	0%	+$1,494				
	2024-06-11 12:49:12	2024-06-10	BOWL	Bowlero Corp.	Bass Robert J	Dir	P - Purchase	$12.72	+120	38,809	0%	+$1,526				
	2024-06-11 12:45:22	2024-06-06	GHLD	Guild Holdings Co	Neylan David Manuel	Pres, COO	P - Purchase	$16.12	+1,984	402,064	0%	+$31,984				
	2024-06-11 12:43:19	2024-06-10	LNKB	Linkbancorp, Inc.	Doane David Carl	Dir	P - Purchase	$6.40	+2,000	6,850	+41%	+$12,800				
	2024-06-11 12:32:06	2024-06-06	GHLD	Guild Holdings Co	Schmidt Terry Lynn	CEO, 10%	P - Purchase	$16.12	+3,630	2,808,495	0%	+$58,512				
	2024-06-11 12:17:59	2024-06-07	PCB	Pcb Bancorp	Chung Janice	Dir	P - Purchase	$15.00	+325	10,025	+3%	+$4,875				
	2024-06-11 12:11:41	2024-06-07	PVBC	Provident Bancorp, Inc. /Md/	Pollack Dennis	Dir	P - Purchase	$10.15	+1,075	25,561	+4%	+$10,911				
	2024-06-11 11:48:46	2024-06-10	RCG	Renn Fund, Inc.	Stahl Murray	Pres, CEO	P - Purchase	$1.61	+127	559,224	0%	+$204				
M	2024-06-11 10:47:46	2024-06-05	GRST	Ethema Health Corp	Greene Eileen Maria	Related party	P - Purchase	$0.04	+36,430,000	45,107,042	+420%	+$1,457,200				
	2024-06-11 10:03:08	2024-06-07	BCBP	Bcb Bancorp Inc	Rizzo James G.	Dir	P - Purchase	$9.69	+500	128,672	0%	+$4,845				
	2024-06-11 09:39:18	2024-06-10	GLBZ	Glen Burnie Bancorp	Hanna Mark Christopher	Pres, CEO	P - Purchase	$4.05	+500	3,600	+16%	+$2,025				
	2024-06-11 06:05:23	2024-06-10	BHRB	Burke & Herbert Financial Services Corp.	Riojas Jose David	Dir	P - Purchase	$47.49	+1,397	20,000	+8%	+$66,342				
	2024-06-10 21:58:08	2024-06-06	GHLD	Guild Holdings Co	McGarry Mary Ann	Dir, 10%	P - Purchase	$16.12	+4,998	379,503	+1%	+$80,575				
	2024-06-10 21:50:08	2024-06-06	GHLD	Guild Holdings Co	Marcon Martha E.	Dir	P - Purchase	$16.12	+1,747	66,125	+3%	+$28,168				
	2024-06-10 21:44:22	2024-06-06	GHLD	Guild Holdings Co	Duffy Patrick Joseph	Dir, 10%	P - Purchase	$16.12	+1,985	77,691	+3%	+$32,004				
	2024-06-10 21:34:18	2024-06-06	GHLD	Guild Holdings Co	Meyer Michael Charles	Dir	P - Purchase	$16.12	+1,436	55,792	+3%	+$23,157				
	2024-06-10 21:27:25	2024-06-06	GHLD	Guild Holdings Co	Bryant Edward Jr	Dir	P - Purchase	$16.12	+776	27,838	+3%	+$12,510				
	2024-06-10 21:22:37	2024-06-07	AFB	Alliancebernstein National Municipal Income Fund	Bank of America Corp /De/	10%	P - Purchase	$10.87	+1,600	0	-100%	+$17,392				
	2024-06-10 21:17:46	2024-06-06	GHLD	Guild Holdings Co	Messinger Gioia	Dir	P - Purchase	$16.12	+589	27,625	+2%	+$9,497				
D	2024-06-10 21:15:14	2024-04-29	REED	Reed'S, Inc.	Burleson Christopher Scott	CCO	P - Purchase	$0.00	+5,209	29,369	+22%	+$0				
DM	2024-06-10 21:00:36	2024-06-06	PTWO	Pono Capital Two, Inc.	Zuu Co. Ltd.	10%	P - Purchase	$13.00	+1,600	1,460,769	0%	+$20,800				
	2024-06-10 20:09:41	2024-06-07	PODC	Podcastone, Inc.	Merriman D Jonathan	Dir	P - Purchase	$1.86	+18,000	251,918	+8%	+$33,500				
D	2024-06-10 19:38:44	2024-06-10	RAPP	Rapport Therapeutics, Inc.	Healy James	Dir	P - Purchase	$17.00	+558,824	1,951,562	+40%	+$9,500,008				
M	2024-06-10 19:25:00	2024-06-06	MCFT	Mastercraft Boat Holdings, Inc.	Coliseum Capital Management, LLC	10%	P - Purchase	$20.39	+124,451	6,121,941	+2%	+$2,537,586				
	2024-06-10 19:01:05	2024-06-07	OEC	Orion S.A.	Glajch Jeffrey	CFO	P - Purchase	$23.68	+5,000	77,061	+7%	+$118,400				
	2024-06-10 18:38:24	2024-06-07	SOAR	Volato Group, Inc.	Prachar Michael Patrick	COO	P - Purchase	$0.80	+1,235	1,235	New	+$988				
	2024-06-10 18:35:35	2024-06-06	SOAR	Volato Group, Inc.	Liotta Matthew	CEO, 10%	P - Purchase	$0.81	+6,000	4,797,271	0%	+$4,860				
	2024-06-10 18:24:01	2024-06-10	VFC	V F Corp	Darrell Bracken	Pres, Chief Exec Officer	P - Purchase	$13.26	+75,200	219,972	+52%	+$997,408				
