X	Filing Date	Trade Date	Ticker	Company Name	Insider Name	Title	Trade Type	Price	Qty	Owned	ΔOwn	Value	1d	1w	1m	6m
	2024-06-10 18:21:53	2024-06-10	MTN	Vail Resorts Inc	Korch Angela A	EVP, CFO	P - Purchase	$176.20	+575	1,171	+96%	+$101,315				
	2024-06-10 18:21:02	2024-06-07	PDYN	Palladyne Ai Corp.	Weibling Dennis M	Dir	P - Purchase	$1.75	+11,729	751,611	+2%	+$20,581				
	2024-06-10 18:15:33	2024-06-06	SOAR	Volato Group, Inc.	Heinen Mark	CFO	P - Purchase	$0.80	+8,500	8,500	New	+$6,800				
M	2024-06-10 17:55:54	2024-06-07	MXCT	Maxcyte, Inc.	Masoud Maher	Pres, CEO	P - Purchase	$4.89	+100,000	100,000	New	+$489,066				
M	2024-06-10 17:47:53	2024-06-06	TTSH	Tile Shop Holdings, Inc.	Fund 1 Investments, LLC	10%	P - Purchase	$6.60	+109,194	7,527,642	+1%	+$720,450				
	2024-06-10 17:44:06	2024-06-10	SAIC	Science Applications International Corp	Natarajan Prabu	EVP, CFO	P - Purchase	$114.85	+2,000	63,630	+3%	+$229,700				
	2024-06-10 17:42:47	2024-06-10	FCPT	Four Corners Property Trust, Inc.	Lenehan William H	Pres, CEO	P - Purchase	$24.05	+6,230	620,394	+1%	+$149,832				
	2024-06-10 17:33:46	2024-06-10	PFBX	Peoples Financial Corp /ms/	Swetman Chevis	CEO, Pres	P - Purchase	$16.15	+6,700	397	-106%	+$108,205				
	2024-06-10 17:03:54	2024-06-07	ALTG	Alta Equipment Group Inc.	Hoover Jeffrey Alan	See Remarks	P - Purchase	$8.17	+4,000	11,601	+53%	+$32,680				
	2024-06-10 17:00:16	2024-06-06	PHIO	Phio Pharmaceuticals Corp.	Bitterman Robert J	Pres, CEO	P - Purchase	$0.75	+1,000	19,990	+5%	+$750				
	2024-06-10 16:54:26	2024-06-07	SNOW	Snowflake Inc.	Speiser Michael L	Dir	P - Purchase	$131.09	+76,200	2,440,663	+3%	+$9,989,012				
